empresa_estacao,COD_AREA,COD_UF,UF,cidade,COD_IBGE,situacao,TCN_2G,TCN_3G,TCN_4G,TCN_5G
CLARO,31,31,Minas Gerais,Carmésia,3113800,Licenciada,1,1,1,null
VIVO,74,29,Bahia,Antônio Gonçalves,2901809,Licenciada,1,1,1,null
TIM,64,52,Goiás,Água Limpa,5200209,Licenciada,null,null,1,null
VIVO,64,52,Goiás,Quirinópolis,5218508,Licenciada,1,null,6,null
CLARO,31,31,Minas Gerais,Sete Lagoas,3167202,Licenciada,31,30,41,16
CLARO,54,43,Rio Grande do Sul,Ciríaco,4305504,Licenciada,2,1,2,null
CLARO,12,35,São Paulo,Tremembé,3554805,Licenciada,5,8,8,null
VIVO,11,35,São Paulo,Carapicuíba,3510609,Licenciada,6,18,23,14
VIVO,81,26,Pernambuco,Recife,2611606,Licenciada,339,395,547,245
TIM,65,51,Mato Grosso,Santo Afonso,5107263,Licenciada,1,1,1,null
VIVO,84,24,Rio Grande do Norte,Japi,2405405,Licenciada,1,2,1,null
TIM,31,31,Minas Gerais,Urucânia,3170503,Licenciada,2,1,2,null
TIM,87,26,Pernambuco,Lajedo,2608800,Licenciada,4,4,4,null
VIVO,49,42,Santa Catarina,Lebon Régis,4209706,Licenciada,1,1,1,null
TIM,63,17,Tocantins,Xambioá,1722107,Licenciada,1,1,1,null
VIVO,16,35,São Paulo,Batatais,3505906,Licenciada,6,4,5,null
CLARO,69,11,Rondônia,Ariquemes,1100023,Licenciada,6,15,12,1
CLARO,38,31,Minas Gerais,Espinosa,3124302,Licenciada,3,3,3,null
VIVO,89,22,Piauí,Caracol,2202505,Licenciada,1,2,3,null
CLARO,43,41,Paraná,Joaquim Távora,4112801,Licenciada,2,1,2,null
VIVO,35,31,Minas Gerais,Serrania,3166907,Licenciada,null,1,1,null
VIVO,75,29,Bahia,Santo Estêvão,2928802,Licenciada,2,2,5,null
VIVO,49,42,Santa Catarina,Porto União,4213609,Licenciada,null,1,1,null
CLARO,75,29,Bahia,Teodoro Sampaio,2931400,Licenciada,1,2,1,null
VIVO,89,22,Piauí,Santo Antônio de Lisboa,2209401,Licenciada,1,1,1,null
VIVO,31,31,Minas Gerais,Rio Manso,3155306,Licenciada,1,2,2,null
TIM,91,15,Pará,São Caetano de Odivelas,1507102,Licenciada,null,null,1,null
VIVO,31,31,Minas Gerais,Rio Acima,3154804,Licenciada,1,2,2,null
CLARO,89,22,Piauí,Tamboril do Piauí,2210953,Licenciada,null,1,1,null
CLARO,34,31,Minas Gerais,Santa Rosa da Serra,3159704,Licenciada,1,1,1,null
VIVO,79,28,Sergipe,São Domingos,2806800,Licenciada,1,1,1,null
CLARO,89,22,Piauí,Betânia do Piauí,2201739,Licenciada,1,1,1,null
CLARO,87,26,Pernambuco,Ingazeira,2607109,Licenciada,1,1,1,null
TIM,48,42,Santa Catarina,Imbituba,4207304,Licenciada,5,9,18,3
TIM,81,26,Pernambuco,Vitória de Santo Antão,2616407,Licenciada,5,5,12,4
VIVO,31,31,Minas Gerais,Prudente de Morais,3153608,Licenciada,1,1,1,null
BRISANET,84,24,Rio Grande do Norte,Governador Dix-Sept Rosado,2404309,Licenciada,null,null,3,3
VIVO,41,41,Paraná,Lapa,4113205,Licenciada,2,3,4,null
CLARO,64,52,Goiás,Bom Jesus de Goiás,5203500,Licenciada,1,2,2,null
VIVO,44,41,Paraná,Planaltina do Paraná,4119707,Licenciada,1,1,1,null
TIM,41,41,Paraná,Piraquara,4119509,Licenciada,3,6,8,3
VIVO,98,21,Maranhão,Pedro do Rosário,2108256,Licenciada,null,null,1,null
VIVO,75,29,Bahia,Itaeté,2915007,Licenciada,null,2,2,null
VIVO,35,31,Minas Gerais,Nepomuceno,3144607,Licenciada,3,6,6,null
TIM,38,31,Minas Gerais,Corinto,3119104,Licenciada,5,2,2,null
CLARO,55,43,Rio Grande do Sul,Vila Nova do Sul,4323457,Licenciada,1,1,1,null
CLARO,88,23,Ceará,Ereré,2304277,Licenciada,null,1,1,null
UNIFIQUE TELECOMUNICACOES S/A,47,42,Santa Catarina,Camboriú,4203204,Licenciada,null,null,4,3
VIVO,44,41,Paraná,Araruna,4101705,Licenciada,1,1,1,null
VIVO,54,43,Rio Grande do Sul,Veranópolis,4322806,Licenciada,3,5,9,5
TIM,49,42,Santa Catarina,Tangará,4217907,Licenciada,1,1,1,null
CLARO,28,32,Espírito Santo,Atílio Vivácqua,3200706,Licenciada,3,2,3,null
TIM,87,26,Pernambuco,Lagoa Grande,2608750,Licenciada,2,2,1,null
CLARO,17,35,São Paulo,Estrela d'Oeste,3515202,Licenciada,1,1,1,null
CLARO,89,22,Piauí,Corrente,2202901,Licenciada,1,1,1,null
TIM,38,31,Minas Gerais,São João do Paraíso,3162708,Licenciada,1,1,1,null
VIVO,83,25,Paraíba,Santa Inês,2513356,Licenciada,1,1,1,null
CLARO,17,35,São Paulo,Jaci,3524501,Licenciada,2,2,2,null
VIVO,97,13,Amazonas,Humaitá,1301704,Licenciada,1,1,2,null
BRISANET,84,24,Rio Grande do Norte,Marcelino Vieira,2407302,Licenciada,null,null,2,2
VIVO,43,41,Paraná,Santo Antônio da Platina,4124103,Licenciada,2,2,5,null
TIM,35,31,Minas Gerais,Campos Gerais,3111606,Licenciada,3,1,1,null
TIM,28,32,Espírito Santo,Alegre,3200201,Licenciada,7,7,3,null
VIVO,51,43,Rio Grande do Sul,Candelária,4304200,Licenciada,2,3,3,null
VIVO,65,51,Mato Grosso,Cáceres,5102504,Licenciada,9,12,13,6
VIVO,82,27,Alagoas,Igreja Nova,2703205,Licenciada,1,1,1,null
TIM,86,22,Piauí,Piripiri,2208403,Licenciada,11,9,7,null
CLARO,74,29,Bahia,Jussara,2918506,Licenciada,2,2,2,null
CLARO,48,42,Santa Catarina,Tubarão,4218707,Licenciada,16,17,20,null
VIVO,88,23,Ceará,Ipu,2305803,Licenciada,1,6,6,null
CLARO,69,11,Rondônia,Ouro Preto do Oeste,1100155,Licenciada,8,9,9,null
BRISANET,88,23,Ceará,Quixadá,2311306,Licenciada,null,null,7,7
CLARO,99,21,Maranhão,Itinga do Maranhão,2105427,Licenciada,1,1,1,null
VIVO,81,26,Pernambuco,Aliança,2600708,Licenciada,null,5,5,null
CLARO,81,26,Pernambuco,São Lourenço da Mata,2613701,Licenciada,3,5,5,null
CLARO,64,52,Goiás,Ouvidor,5215504,Licenciada,2,2,2,null
TIM,42,41,Paraná,Tibagi,4127502,Licenciada,2,3,4,null
TIM,83,25,Paraíba,Areia de Baraúnas,2501153,Licenciada,null,1,1,null
TIM,49,42,Santa Catarina,São José do Cedro,4216701,Licenciada,2,1,1,null
VIVO,46,41,Paraná,Flor da Serra do Sul,4107850,Licenciada,null,1,1,null
VIVO,24,33,Rio de Janeiro,Mendes,3302809,Licenciada,1,2,2,null
CLARO,73,29,Bahia,Itagibá,2915205,Licenciada,2,2,2,null
VIVO,63,17,Tocantins,Miranorte,1713304,Licenciada,1,1,1,null
VIVO,49,42,Santa Catarina,União do Oeste,4218855,Licenciada,null,1,1,null
TIM,32,31,Minas Gerais,São Tiago,3165008,Licenciada,1,1,2,null
VIVO,33,31,Minas Gerais,Guanhães,3128006,Licenciada,1,5,7,null
VIVO,63,17,Tocantins,Colméia,1716703,Licenciada,1,1,2,null
TIM,49,42,Santa Catarina,Santa Helena,4215554,Licenciada,null,1,1,null
TIM,44,41,Paraná,Itaguajé,4110904,Licenciada,null,2,2,1
TIM,82,27,Alagoas,Porto Calvo,2707305,Licenciada,1,1,1,null
VIVO,54,43,Rio Grande do Sul,Carlos Barbosa,4304804,Licenciada,4,6,6,3
TIM,38,31,Minas Gerais,Nova Porteirinha,3145059,Licenciada,1,1,null,null
VIVO,86,22,Piauí,Teresina,2211001,Licenciada,67,110,148,113
VIVO,65,51,Mato Grosso,Várzea Grande,5108402,Licenciada,17,30,44,40
VIVO,37,31,Minas Gerais,Conceição do Pará,3117603,Licenciada,null,1,2,null
CLARO,43,41,Paraná,Cornélio Procópio,4106407,Licenciada,7,7,7,null
CLARO,22,33,Rio de Janeiro,São João da Barra,3305000,Licenciada,4,10,10,null
VIVO,46,41,Paraná,Nova Prata do Iguaçu,4117255,Licenciada,1,1,2,null
TIM,55,43,Rio Grande do Sul,Independência,4310405,Licenciada,1,1,1,null
VIVO,33,31,Minas Gerais,Piedade de Caratinga,3150158,Licenciada,1,1,2,null
UNIFIQUE TELECOMUNICACOES S/A,47,42,Santa Catarina,Barra Velha,4202107,Licenciada,null,null,5,4
VIVO,67,50,Mato Grosso do Sul,Corumbá,5003207,Licenciada,8,13,22,11
VIVO,97,13,Amazonas,Codajás,1301308,Licenciada,1,1,1,null
CLARO,44,41,Paraná,Tuneiras do Oeste,4127908,Licenciada,1,1,1,null
TIM,83,25,Paraíba,Cajazeiras,2503704,Licenciada,3,3,3,null
VIVO,47,42,Santa Catarina,Presidente Getúlio,4214003,Licenciada,2,1,1,null
TIM,35,31,Minas Gerais,Piranguinho,3151008,Licenciada,2,1,2,null
CLARO,46,41,Paraná,Nova Esperança do Sudoeste,4116950,Licenciada,1,1,1,null
CLARO,49,42,Santa Catarina,Iomerê,4207577,Licenciada,null,1,1,null
VIVO,43,41,Paraná,Califórnia,4103503,Licenciada,1,1,1,null
TIM,81,26,Pernambuco,Buenos Aires,2602704,Licenciada,1,1,1,null
TIM,77,29,Bahia,Abaíra,2900108,Licenciada,1,1,3,null
TIM,43,41,Paraná,Carlópolis,4104709,Licenciada,1,2,3,null
CLARO,33,31,Minas Gerais,Jenipapo de Minas,3135456,Licenciada,1,1,1,null
TIM,63,17,Tocantins,Fátima,1707553,Licenciada,null,1,1,null
TIM,11,35,São Paulo,Alumínio,3501152,Licenciada,3,3,7,null
VIVO,67,50,Mato Grosso do Sul,Paranaíba,5006309,Licenciada,2,1,7,3
CLARO,88,23,Ceará,Morrinhos,2308906,Licenciada,1,1,1,null
VIVO,17,35,São Paulo,Adolfo,3500204,Licenciada,1,1,1,null
VIVO,87,26,Pernambuco,Paranatama,2610301,Licenciada,1,1,1,null
TIM,44,41,Paraná,Presidente Castelo Branco,4120408,Licenciada,1,1,1,null
VIVO,94,15,Pará,Santa Maria das Barreiras,1506583,Licenciada,1,null,1,null
TIM,51,43,Rio Grande do Sul,Santo Antônio da Patrulha,4317608,Licenciada,7,7,8,null
TIM,41,41,Paraná,Pinhais,4119152,Licenciada,7,14,17,5
TIM,81,26,Pernambuco,Paudalho,2610608,Licenciada,6,5,4,null
TIM,17,35,São Paulo,Novo Horizonte,3533502,Licenciada,5,5,3,null
TIM,38,31,Minas Gerais,Santa Cruz de Salinas,3157377,Licenciada,null,1,2,null
CLARO,12,35,São Paulo,São José dos Campos,3549904,Licenciada,55,83,105,96
TIM,88,23,Ceará,Camocim,2302602,Licenciada,1,1,2,1
CLARO,13,35,São Paulo,Bertioga,3506359,Licenciada,23,28,28,2
VIVO,55,43,Rio Grande do Sul,Alegrete,4300406,Licenciada,16,14,17,7
CLARO,91,15,Pará,Vigia,1508209,Licenciada,4,5,6,1
TIM,99,21,Maranhão,Ribamar Fiquene,2109551,Licenciada,1,1,1,null
VIVO,83,25,Paraíba,Pedra Lavrada,2511103,Licenciada,1,1,1,null
CLARO,55,43,Rio Grande do Sul,Sant'Ana do Livramento,4317103,Licenciada,3,8,8,null
VIVO,43,41,Paraná,Prado Ferreira,4120333,Licenciada,null,1,1,null
VIVO,19,35,São Paulo,Corumbataí,3512704,Licenciada,3,4,4,null
CLARO,38,31,Minas Gerais,Salinas,3157005,Licenciada,4,4,5,1
TIM,93,15,Pará,Altamira,1500602,Licenciada,5,6,29,null
VIVO,73,29,Bahia,Presidente Tancredo Neves,2925758,Licenciada,null,1,1,null
VIVO,54,43,Rio Grande do Sul,Maximiliano de Almeida,4312203,Licenciada,1,1,1,null
TIM,98,21,Maranhão,Coelho Neto,2103406,Licenciada,2,2,2,null
VIVO,77,29,Bahia,Boquira,2904100,Licenciada,1,3,2,null
VIVO,33,31,Minas Gerais,Capitão Andrade,3112653,Licenciada,null,1,1,null
VIVO,87,26,Pernambuco,Solidão,2614402,Licenciada,null,1,1,null
VIVO,54,43,Rio Grande do Sul,Nova Boa Vista,4312955,Licenciada,1,1,1,null
VIVO,51,43,Rio Grande do Sul,Fazenda Vilanova,4308078,Licenciada,null,1,1,null
TIM,49,42,Santa Catarina,Marema,4210555,Licenciada,null,1,1,null
VIVO,16,35,São Paulo,Itirapuã,3523701,Licenciada,1,1,1,null
TIM,68,12,Acre,Acrelândia,1200013,Licenciada,1,1,1,null
TIM,31,31,Minas Gerais,Vespasiano,3171204,Licenciada,15,6,17,6
TIM,42,41,Paraná,Rio Bonito do Iguaçu,4122156,Licenciada,1,1,4,null
VIVO,31,31,Minas Gerais,Guaraciaba,3128204,Licenciada,null,1,1,null
CLARO,99,21,Maranhão,São Francisco do Brejão,2110856,Licenciada,null,1,1,null
TIM,82,27,Alagoas,Belém,2700805,Licenciada,null,null,1,null
TIM,88,23,Ceará,Graça,2304657,Licenciada,1,1,1,null
TIM,77,29,Bahia,Caraíbas,2906899,Licenciada,null,null,2,null
TIM,16,35,São Paulo,São José da Bela Vista,3549508,Licenciada,1,1,1,null
VIVO,98,21,Maranhão,Tutóia,2112506,Licenciada,1,5,6,null
VIVO,98,21,Maranhão,Paulino Neves,2108058,Licenciada,null,1,1,null
BRISANET,87,26,Pernambuco,São João,2613206,Licenciada,null,null,1,null
VIVO,88,23,Ceará,Ibiapina,2305308,Licenciada,null,5,2,null
CLARO,51,43,Rio Grande do Sul,Mostardas,4312500,Licenciada,5,4,5,null
VIVO,73,29,Bahia,Gandu,2911204,Licenciada,2,3,4,null
CLARO,84,24,Rio Grande do Norte,Vila Flor,2415008,Licenciada,1,1,1,null
TIM,77,29,Bahia,Malhada,2920205,Licenciada,null,2,4,null
TIM,12,35,São Paulo,Caçapava,3508504,Licenciada,7,7,11,null
VIVO,42,41,Paraná,Guamiranga,4108957,Licenciada,1,2,2,null
CLARO,27,32,Espírito Santo,Conceição da Barra,3201605,Licenciada,5,4,5,null
TIM,89,22,Piauí,Paulistana,2207801,Licenciada,1,1,1,null
TIM,44,41,Paraná,Jesuítas,4112751,Licenciada,1,2,3,null
CLARO,79,28,Sergipe,Umbaúba,2807600,Licenciada,1,1,1,null
CLARO,94,15,Pará,Novo Repartimento,1505064,Licenciada,3,2,4,1
VIVO,61,52,Goiás,Cabeceiras,5204003,Licenciada,1,2,2,null
VIVO,55,43,Rio Grande do Sul,Redentora,4315404,Licenciada,1,1,1,null
CLARO,54,43,Rio Grande do Sul,Ibiaçá,4309803,Licenciada,1,1,1,null
VIVO,41,41,Paraná,Rio Negro,4122305,Licenciada,null,2,2,null
CLARO,62,52,Goiás,Itapaci,5210901,Licenciada,1,1,1,null
TIM,31,31,Minas Gerais,Moeda,3142304,Licenciada,2,1,2,null
VIVO,69,11,Rondônia,Alto Paraíso,1100403,Licenciada,1,1,2,null
VIVO,31,31,Minas Gerais,Mário Campos,3140159,Licenciada,1,2,2,null
TIM,38,31,Minas Gerais,Brasilândia de Minas,3108552,Licenciada,2,1,1,null
VIVO,87,26,Pernambuco,Orocó,2609808,Licenciada,null,1,null,null
TIM,83,25,Paraíba,São José de Caiana,2514305,Licenciada,null,1,1,null
CLARO,13,35,São Paulo,Iguape,3520301,Licenciada,2,1,2,null
CLARO,88,23,Ceará,Itarema,2306553,Licenciada,1,1,1,null
TIM,67,50,Mato Grosso do Sul,Sonora,5007935,Licenciada,1,1,1,null
VIVO,74,29,Bahia,Uauá,2932002,Licenciada,1,2,5,null
CLARO,84,24,Rio Grande do Norte,Cerro Corá,2402709,Licenciada,1,1,1,null
BRISANET,83,25,Paraíba,Tavares,2516607,Licenciada,null,null,1,1
CLARO,75,29,Bahia,Ruy Barbosa,2927200,Licenciada,1,2,1,null
VIVO,38,31,Minas Gerais,Senador Modestino Gonçalves,3165909,Licenciada,1,1,1,null
CLARO,38,31,Minas Gerais,Aricanduva,3104452,Licenciada,1,null,1,null
TIM,35,31,Minas Gerais,Fama,3125200,Licenciada,1,1,1,null
CLARO,37,31,Minas Gerais,Luz,3138807,Licenciada,3,2,3,null
TIM,84,24,Rio Grande do Norte,Luís Gomes,2407005,Licenciada,1,1,1,null
VIVO,47,42,Santa Catarina,Blumenau,4202404,Licenciada,64,54,66,58
TIM,88,23,Ceará,Tabuleiro do Norte,2313104,Licenciada,2,2,2,null
VIVO,67,50,Mato Grosso do Sul,Dourados,5003702,Licenciada,21,32,40,36
BRISANET,84,24,Rio Grande do Norte,Pau dos Ferros,2409407,Licenciada,null,null,7,6
VIVO,92,13,Amazonas,Presidente Figueiredo,1303536,Licenciada,2,3,4,null
VIVO,62,52,Goiás,Senador Canedo,5220454,Licenciada,3,11,12,8
ALGAR,34,31,Minas Gerais,Vazante,3171006,Licenciada,4,2,2,null
VIVO,35,31,Minas Gerais,Passos,3147907,Licenciada,7,11,16,6
VIVO,44,41,Paraná,Flórida,4108106,Licenciada,null,1,1,null
UNIFIQUE TELECOMUNICACOES S/A,47,42,Santa Catarina,Itajaí,4208203,Licenciada,null,null,6,3
TIM,44,41,Paraná,Ivaté,4111555,Licenciada,1,3,4,null
TIM,11,35,São Paulo,São Roque,3550605,Licenciada,8,8,18,4
CLARO,89,22,Piauí,São Francisco do Piauí,2209708,Licenciada,2,2,2,null
CLARO,44,41,Paraná,Mandaguaçu,4114104,Licenciada,2,2,2,null
VIVO,42,41,Paraná,Nova Laranjeiras,4117057,Licenciada,2,1,1,null
VIVO,75,29,Bahia,Iaçu,2911907,Licenciada,1,1,1,null
CLARO,51,43,Rio Grande do Sul,Tapes,4321105,Licenciada,3,3,3,null
TIM,35,31,Minas Gerais,Córrego do Bom Jesus,3119906,Licenciada,null,null,1,null
VIVO,92,13,Amazonas,Borba,1300805,Licenciada,null,2,4,null
VIVO,17,35,São Paulo,Álvares Florence,3501202,Licenciada,null,1,1,null
VIVO,97,13,Amazonas,Benjamin Constant,1300607,Licenciada,1,1,null,null
TIM,75,29,Bahia,São Felipe,2929107,Licenciada,null,null,1,null
TIM,89,22,Piauí,Paes Landim,2207306,Licenciada,1,null,1,null
TIM,88,23,Ceará,Quixeré,2311504,Licenciada,1,1,2,null
CLARO,11,35,São Paulo,Morungaba,3532009,Licenciada,4,3,4,null
CLARO,91,15,Pará,Castanhal,1502400,Licenciada,13,18,18,18
CLARO,32,31,Minas Gerais,Rio Pomba,3155801,Licenciada,1,1,1,null
VIVO,62,52,Goiás,Goianápolis,5208400,Licenciada,2,2,2,null
CLARO,75,29,Bahia,Anguera,2901502,Licenciada,1,1,1,null
TIM,75,29,Bahia,Cachoeira,2904902,Licenciada,2,null,2,null
TIM,12,35,São Paulo,Silveiras,3552007,Licenciada,5,4,2,null
CLARO,62,52,Goiás,Nova Roma,5214903,Licenciada,1,1,1,null
CLARO,44,41,Paraná,Alto Piquiri,4100707,Licenciada,2,1,2,null
VIVO,16,35,São Paulo,Nova Europa,3532900,Licenciada,1,2,2,null
VIVO,22,33,Rio de Janeiro,São Pedro da Aldeia,3305208,Licenciada,5,13,19,6
VIVO,33,31,Minas Gerais,Itueta,3134103,Licenciada,1,2,3,null
CLARO,91,15,Pará,Moju,1504703,Licenciada,2,3,3,1
VIVO,43,41,Paraná,São João do Ivaí,4125001,Licenciada,1,1,1,null
VIVO,68,12,Acre,Acrelândia,1200013,Licenciada,2,2,2,null
TIM,32,31,Minas Gerais,Silveirânia,3167301,Licenciada,null,null,1,null
CLARO,87,26,Pernambuco,Carnaubeira da Penha,2603926,Licenciada,2,1,2,null
VIVO,98,21,Maranhão,Cajari,2102507,Licenciada,null,1,2,null
CLARO,98,21,Maranhão,Vitória do Mearim,2112902,Licenciada,1,2,2,null
TIM,37,31,Minas Gerais,Conceição do Pará,3117603,Licenciada,1,null,3,null
CLARO,99,21,Maranhão,Feira Nova do Maranhão,2104073,Licenciada,null,1,1,null
VIVO,83,25,Paraíba,Sertãozinho,2515930,Licenciada,null,1,1,null
CLARO,89,22,Piauí,Dirceu Arcoverde,2203354,Licenciada,null,2,1,null
CLARO,49,42,Santa Catarina,Timbó Grande,4218251,Licenciada,1,1,1,null
CLARO,63,17,Tocantins,Palmeirópolis,1715754,Licenciada,1,1,2,null
TIM,66,51,Mato Grosso,Luciara,5105309,Licenciada,1,1,1,null
CLARO,75,29,Bahia,São Domingos,2928950,Licenciada,1,1,1,null
CLARO,97,13,Amazonas,São Gabriel da Cachoeira,1303809,Licenciada,2,2,2,null
VIVO,61,52,Goiás,Luziânia,5212501,Licenciada,8,13,20,18
VIVO,74,29,Bahia,Jacobina,2917508,Licenciada,6,9,9,4
TIM,18,35,São Paulo,Mirante do Paranapanema,3530201,Licenciada,2,2,5,null
CLARO,88,23,Ceará,Chaval,2303907,Licenciada,1,1,1,null
TIM,38,31,Minas Gerais,Francisco Sá,3126703,Licenciada,1,2,2,null
CLARO,54,43,Rio Grande do Sul,André da Rocha,4300661,Licenciada,1,null,1,null
VIVO,27,32,Espírito Santo,Alfredo Chaves,3200300,Licenciada,2,5,4,null
CLARO,16,35,São Paulo,Orlândia,3534302,Licenciada,4,5,5,null
VIVO,31,31,Minas Gerais,Santa Bárbara,3157203,Licenciada,4,7,8,null
CLARO,54,43,Rio Grande do Sul,Rondinha,4316204,Licenciada,1,1,1,null
BRISANET,85,23,Ceará,Horizonte,2305233,Licenciada,null,null,6,6
VIVO,22,33,Rio de Janeiro,Iguaba Grande,3301876,Licenciada,1,9,13,5
VIVO,83,25,Paraíba,Patos,2510808,Licenciada,10,13,36,8
CLARO,87,26,Pernambuco,Granito,2606309,Licenciada,1,1,1,null
CLARO,84,24,Rio Grande do Norte,Macaíba,2407104,Licenciada,8,10,10,null
TIM,53,43,Rio Grande do Sul,Arroio Grande,4301305,Licenciada,2,null,4,null
VIVO,14,35,São Paulo,Sabino,3544608,Licenciada,1,1,2,null
TIM,32,31,Minas Gerais,Itamarati de Minas,3132602,Licenciada,null,1,1,null
TIM,83,25,Paraíba,Vista Serrana,2505501,Licenciada,null,1,1,null
CLARO,75,29,Bahia,Lajedinho,2919009,Licenciada,1,1,1,null
VIVO,51,43,Rio Grande do Sul,Dom Feliciano,4306502,Licenciada,1,1,1,null
TIM,41,41,Paraná,Tunas do Paraná,4127882,Licenciada,null,2,1,1
BRISANET,88,23,Ceará,Granja,2304707,Licenciada,null,null,1,null
VIVO,31,31,Minas Gerais,Itabirito,3131901,Licenciada,7,14,15,2
UNIFIQUE TELECOMUNICACOES S/A,49,42,Santa Catarina,Concórdia,4204301,Licenciada,null,null,2,2
TIM,83,25,Paraíba,Logradouro,2508554,Licenciada,null,1,1,null
CLARO,64,52,Goiás,Cromínia,5206503,Licenciada,1,1,1,null
TIM,55,43,Rio Grande do Sul,Nova Candelária,4313011,Licenciada,2,1,1,null
TIM,63,17,Tocantins,Natividade,1714203,Licenciada,1,1,1,null
CLARO,17,35,São Paulo,Mirassolândia,3530409,Licenciada,1,1,1,null
TIM,79,28,Sergipe,Nossa Senhora da Glória,2804508,Licenciada,3,1,1,null
TIM,33,31,Minas Gerais,Conceição de Ipanema,3117405,Licenciada,null,1,2,null
CLARO,87,26,Pernambuco,Triunfo,2615706,Licenciada,1,1,1,null
TIM,35,31,Minas Gerais,Pratápolis,3152907,Licenciada,1,1,1,null
VIVO,35,31,Minas Gerais,Silvianópolis,3167400,Licenciada,1,1,1,null
CLARO,89,22,Piauí,Paulistana,2207801,Licenciada,2,2,2,null
VIVO,84,24,Rio Grande do Norte,Lagoa de Velhos,2406403,Licenciada,1,2,1,null
TIM,33,31,Minas Gerais,Ladainha,3137007,Licenciada,null,null,1,null
TIM,43,41,Paraná,Rio Branco do Ivaí,4122172,Licenciada,1,3,1,null
VIVO,14,35,São Paulo,Botucatu,3507506,Licenciada,17,24,35,9
VIVO,22,33,Rio de Janeiro,Araruama,3300209,Licenciada,13,25,29,11
TIM,21,33,Rio de Janeiro,Rio de Janeiro,3304557,Licenciada,741,1221,1501,1059
CLARO,88,23,Ceará,Reriutaba,2311702,Licenciada,1,1,1,null
TIM,11,35,São Paulo,Franco da Rocha,3516408,Licenciada,5,6,17,5
VIVO,66,51,Mato Grosso,Barra do Garças,5101803,Licenciada,4,9,10,6
VIVO,84,24,Rio Grande do Norte,Nísia Floresta,2408201,Licenciada,7,11,8,null
TIM,91,15,Pará,Colares,1502608,Licenciada,1,1,3,null
CLARO,55,43,Rio Grande do Sul,Tiradentes do Sul,4321477,Licenciada,4,null,4,null
TIM,21,33,Rio de Janeiro,Guapimirim,3301850,Licenciada,8,6,14,4
TIM,93,15,Pará,Medicilândia,1504455,Licenciada,null,null,1,null
TIM,75,29,Bahia,Cipó,2907905,Licenciada,1,1,1,null
VIVO,83,25,Paraíba,Riachão do Bacamarte,2512754,Licenciada,2,2,2,null
CLARO,89,22,Piauí,Caracol,2202505,Licenciada,null,1,null,null
CLARO,38,31,Minas Gerais,Mirabela,3142007,Licenciada,1,1,1,null
VIVO,81,26,Pernambuco,Ilha de Itamaracá,2607604,Licenciada,8,12,7,null
VIVO,63,17,Tocantins,Riachinho,1718550,Licenciada,1,null,1,null
VIVO,81,26,Pernambuco,Palmares,2610004,Licenciada,5,6,8,null
ALGAR,34,31,Minas Gerais,Cascalho Rico,3115003,Licenciada,null,1,1,null
TIM,86,22,Piauí,Ilha Grande,2204659,Licenciada,null,1,1,null
TIM,83,25,Paraíba,Sousa,2516201,Licenciada,2,2,2,null
VIVO,75,29,Bahia,Teofilândia,2931509,Licenciada,2,2,2,null
TIM,16,35,São Paulo,Santa Cruz da Esperança,3546256,Licenciada,null,2,2,null
CLARO,81,26,Pernambuco,Belém de Maria,2601508,Licenciada,1,1,1,null
CLARO,67,50,Mato Grosso do Sul,Ladário,5005202,Licenciada,2,3,3,null
CLARO,69,11,Rondônia,Alto Alegre dos Parecis,1100379,Licenciada,null,1,1,null
CLARO,66,51,Mato Grosso,Santa Terezinha,5107776,Licenciada,null,1,1,null
TIM,14,35,São Paulo,Júlio Mesquita,3525805,Licenciada,1,1,1,null
TIM,51,43,Rio Grande do Sul,Coqueiro Baixo,4305835,Licenciada,1,null,1,1
VIVO,79,28,Sergipe,Moita Bonita,2804102,Licenciada,1,1,1,null
TIM,51,43,Rio Grande do Sul,Marques de Souza,4312054,Licenciada,2,null,3,null
TIM,15,35,São Paulo,Barra do Chapéu,3505351,Licenciada,3,1,1,null
VIVO,28,32,Espírito Santo,Rio Novo do Sul,3204401,Licenciada,5,5,6,null
CLARO,19,35,São Paulo,Santa Bárbara d'Oeste,3545803,Licenciada,18,22,22,2
TIM,69,11,Rondônia,Porto Velho,1100205,Licenciada,29,39,66,71
VIVO,33,31,Minas Gerais,Açucena,3100500,Licenciada,null,4,5,null
CLARO,69,11,Rondônia,Alta Floresta D'Oeste,1100015,Licenciada,3,3,3,null
CLARO,17,35,São Paulo,Guaíra,3517406,Licenciada,3,9,9,null
CLARO,73,29,Bahia,Maraú,2920700,Licenciada,2,2,2,null
CLARO,66,51,Mato Grosso,Guarantã do Norte,5104104,Licenciada,1,1,1,null
VIVO,66,51,Mato Grosso,Jaciara,5104807,Licenciada,2,4,4,3
VIVO,17,35,São Paulo,Ariranha,3503703,Licenciada,1,2,2,null
CLARO,44,41,Paraná,Presidente Castelo Branco,4120408,Licenciada,2,1,2,null
CLARO,66,51,Mato Grosso,Cláudia,5103056,Licenciada,1,1,2,null
CLARO,86,22,Piauí,Barras,2201200,Licenciada,3,3,3,null
TIM,81,26,Pernambuco,Goiana,2606200,Licenciada,4,4,8,2
TIM,65,51,Mato Grosso,Nova Marilândia,5108857,Licenciada,null,1,1,null
CLARO,49,42,Santa Catarina,Otacílio Costa,4211751,Licenciada,1,1,1,null
